District,District_Index,NDVI,EVI,NIR-V,CSIF,Rainfall,Tmax,Tmin,Solr_mean,Ground_Truth
agra 2002,0,0.3835364992261151,0.2698338398761783,0.11927480084283099,0.30451754,6.8831644,32.84145355224609,26.30718040466309,226.7436981201172,1.6754850088183422
agra 2002,0,0.4853519769241593,0.3453574504010131,0.1559523156676516,0.5390646,5.1690760000000004,31.967809677124023,25.67670440673828,225.1866455078125,1.6754850088183422
agra 2002,0,0.510544786829886,0.36643673842690294,0.1692401824257774,0.64595395,7.907245,32.259716033935554,23.02407646179199,247.8489227294922,1.6754850088183422
agra 2002,0,0.4096363444491346,0.2776800900520613,0.1216063133361474,0.5703161999999999,0.0,34.151565551757805,22.15243911743164,246.3939971923828,1.6754850088183422
agra 2002,0,0.3412112142957647,0.2218953848318559,0.0938480118165189,0.35811275,0.01881736,33.23284149169922,19.146366119384766,219.154296875,1.6754850088183422
agra 2002,0,0.3292569860700717,0.2065906852399043,0.0856215185788659,0.20829195,0.506378,28.778404235839844,16.92447280883789,193.01284790039062,1.6754850088183422
agra 2002,0,0.3508984522301955,0.2183581680033769,0.0909941465569157,0.20201163,0.016147222,28.45653915405273,12.408900260925293,198.94309997558597,1.6754850088183422
agra 2003,0,0.1623732478751567,0.1189700710603316,0.0517553586860805,0.061379465999999994,0.0,43.84363555908203,27.772357940673828,290.632568359375,1.7427184466019416
agra 2003,0,0.1762192559565278,0.128778974501881,0.0561169170990664,0.05619321,0.022004312,41.33942031860352,28.94986915588379,251.68603515625,1.7427184466019416
agra 2003,0,0.2026737216107008,0.1512761042218197,0.0676899219046955,0.07607055,3.095545,35.24065399169922,27.50917816162109,242.9140930175781,1.7427184466019416
agra 2003,0,0.3576031907482235,0.2505633690957224,0.1114354416636477,0.22024912,9.268723,33.35824203491211,27.36377716064453,248.7757568359375,1.7427184466019416
agra 2003,0,0.4845334680228508,0.3841184617528215,0.1852225818545353,0.5420689999999999,8.90848,32.713157653808594,26.76498031616211,231.6318359375,1.7427184466019416
agra 2003,0,0.5080181412846593,0.3975510101713808,0.188692207429288,0.77970815,3.12531,32.44312286376953,26.917131423950195,220.2141265869141,1.7427184466019416
agra 2003,0,0.3225272815939807,0.2537087780409641,0.1208279921332032,0.78719705,4.4610825,32.26765823364258,25.806344985961914,206.00473022460938,1.7427184466019416
agra 2003,0,0.4990149366030375,0.3260875574752682,0.1431370227420927,0.6691172,11.722498,32.118446350097656,24.31610679626465,207.09410095214844,1.7427184466019416
agra 2003,0,0.4254863313362129,0.2792090009753379,0.1218717941242859,0.4779988,2.3728895,33.330528259277344,21.15192222595215,245.47206115722656,1.7427184466019416
agra 2003,0,0.342233008220705,0.21596742371464397,0.0906480176187822,0.2963558,0.0,33.01809310913086,19.445358276367188,221.75872802734372,1.7427184466019416
agra 2003,0,0.3344061306952766,0.2110125121917235,0.0874740535335098,0.20673925,1.1910381,30.803577423095703,16.249923706054688,212.51976013183597,1.7427184466019416
agra 2003,0,0.368513236728438,0.2389367702382611,0.1010797411146718,0.21048805,0.004873721,27.04094886779785,12.074908256530762,196.29379272460938,1.7427184466019416
agra 2004,0,0.1883634556574923,0.13848388935223802,0.0609096248318042,0.08264148,0.0,41.915260314941406,25.66391944885254,297.2071838378906,2.347310847766636
agra 2004,0,0.2044789685849319,0.1455706283013622,0.0630551757867667,0.084519506,0.3216742,37.67110824584961,26.686725616455078,256.93844604492193,2.347310847766636
agra 2004,0,0.2003236586043925,0.1456289546844592,0.0638754534570475,0.10520995,1.4446017,38.70036697387695,27.77607345581055,261.9957275390625,2.347310847766636
agra 2004,0,0.2305287878787879,0.1617408117876007,0.0688213236447039,0.14391358,3.9695492,36.33512878417969,27.03371810913086,242.3471221923828,2.347310847766636
agra 2004,0,0.3422465387823186,0.2518380594940228,0.1151133401056435,0.23287374,3.2319150000000003,33.40627670288086,26.89853858947754,231.72206115722656,2.347310847766636
agra 2004,0,0.524714011676397,0.41597700861829295,0.1992385921337225,0.46214834,7.7858734,31.95573234558105,26.26539802551269,222.74627685546875,2.347310847766636
agra 2004,0,0.5087892271337225,0.38584065888240204,0.1820604942674451,0.76843977,8.779133,34.66040802001953,25.769245147705078,269.50711059570307,2.347310847766636
